"","signature","type","channel","fraction"
"484","DBS8","CC>NN","CC>AA",0.0200084389392302
"485","DBS8","CC>NN","CC>AG",0.00646056066355021
"486","DBS8","CC>NN","CC>AT",0.0160030858510772
"487","DBS8","CC>NN","CC>GA",0.00282656475584316
"488","DBS8","CC>NN","CC>GG",0.00100965277755741
"489","DBS8","CC>NN","CC>GT",0.00176854949223629
"490","DBS8","CC>NN","CC>TA",0.000382183676784864
"491","DBS8","CC>NN","CC>TG",0.00272181547498402
"492","DBS8","CC>NN","CC>TT",0.00173403077306352
"493","DBS8","CG>NN","CG>AT",0.00052802358757338
"494","DBS8","CG>NN","CG>GC",3.01401414315187e-16
"495","DBS8","CG>NN","CG>GT",0.000156357394069155
"496","DBS8","CG>NN","CG>TA",0.000116839657194679
"497","DBS8","CG>NN","CG>TC",0.0013574382358742
"498","DBS8","CG>NN","CG>TT",0.000223771512370644
"499","DBS8","CT>NN","CT>AA",0.0112233879066036
"500","DBS8","CT>NN","CT>AC",0.00529158127261349
"501","DBS8","CT>NN","CT>AG",0.00526650320702248
"502","DBS8","CT>NN","CT>GA",0.00303571727678966
"503","DBS8","CT>NN","CT>GC",0.000333986014600214
"504","DBS8","CT>NN","CT>GG",0.0016267557195678
"505","DBS8","CT>NN","CT>TA",0.0046341966852142
"506","DBS8","CT>NN","CT>TC",0.00329168837820412
"507","DBS8","CT>NN","CT>TG",0.00198747997791836
"508","DBS8","GC>NN","GC>AA",0.0153114817682727
"509","DBS8","GC>NN","GC>AG",0.00530219994755331
"510","DBS8","GC>NN","GC>AT",0.00268432843367669
"511","DBS8","GC>NN","GC>CA",0.00133659532346413
"512","DBS8","GC>NN","GC>CG",0.000132397122866232
"513","DBS8","GC>NN","GC>TA",0.00206472758472641
"514","DBS8","TA>NN","TA>AT",0.00438389843437726
"515","DBS8","TA>NN","TA>CG",2.33729217582277e-11
"516","DBS8","TA>NN","TA>CT",0.00133143890746791
"517","DBS8","TA>NN","TA>GC",6.28716501052485e-05
"518","DBS8","TA>NN","TA>GG",0.000238395113329362
"519","DBS8","TA>NN","TA>GT",0.00201755823894516
"520","DBS8","TC>NN","TC>AA",0.023113783905455
"521","DBS8","TC>NN","TC>AG",0.0035033797876443
"522","DBS8","TC>NN","TC>AT",0.00932319922639972
"523","DBS8","TC>NN","TC>CA",0.0127791253692526
"524","DBS8","TC>NN","TC>CG",2.15670133231014e-21
"525","DBS8","TC>NN","TC>CT",0.00445368076383067
"526","DBS8","TC>NN","TC>GA",0.0039561612920611
"527","DBS8","TC>NN","TC>GG",0.00155564689819296
"528","DBS8","TC>NN","TC>GT",7.12421261942705e-05
"529","DBS8","TG>NN","TG>AA",0.00577847735727395
"530","DBS8","TG>NN","TG>AC",0.00178172830929279
"531","DBS8","TG>NN","TG>AT",0.010132573796961
"532","DBS8","TG>NN","TG>CA",0.00180653440448783
"533","DBS8","TG>NN","TG>CC",0.00152622019430827
"534","DBS8","TG>NN","TG>CT",0.0118210186685033
"535","DBS8","TG>NN","TG>GA",0.00134211911363664
"536","DBS8","TG>NN","TG>GC",0.00163749290960331
"537","DBS8","TG>NN","TG>GT",0.00469324736508559
"538","DBS8","TT>NN","TT>AA",0.0151067463253072
"539","DBS8","TT>NN","TT>AC",0.000800487159195203
"540","DBS8","TT>NN","TT>AG",0.00538822260780434
"541","DBS8","TT>NN","TT>CA",0.000175697928889937
"542","DBS8","TT>NN","TT>CC",0.000783178990040102
"543","DBS8","TT>NN","TT>CG",0.000485016361136157
"544","DBS8","TT>NN","TT>GA",0.00270312811973783
"545","DBS8","TT>NN","TT>GC",0.000132867989662736
"546","DBS8","TT>NN","TT>GG",0.000213029240384212
"547","DBS10","AC>NN","AC>CA",0.00566592793371494
"548","DBS10","AC>NN","AC>CG",4.94317980728791e-05
"549","DBS10","AC>NN","AC>CT",0.00370870939604243
"550","DBS10","AC>NN","AC>GA",0.00590398420153774
"551","DBS10","AC>NN","AC>GG",0.00059431033942557
"552","DBS10","AC>NN","AC>GT",0.0148884544915879
"553","DBS10","AC>NN","AC>TA",0.000410874051633752
"554","DBS10","AC>NN","AC>TG",3.9393558874147e-05
"555","DBS10","AC>NN","AC>TT",0.000554937045617328
"556","DBS10","AT>NN","AT>CA",0.00417833052992087
"557","DBS10","AT>NN","AT>CC",0.00370495430952859
"558","DBS10","AT>NN","AT>CG",0.00445147319208892
"559","DBS10","AT>NN","AT>GA",0.00100915773335882
"560","DBS10","AT>NN","AT>GC",0.00362500637656682
"561","DBS10","AT>NN","AT>TA",0.00306130179837857
"562","DBS10","CC>NN","CC>AA",0.00627472396229796
"563","DBS10","CC>NN","CC>AG",0.000939759596341136
"564","DBS10","CC>NN","CC>AT",0.0087224820295173
"565","DBS10","CC>NN","CC>GA",0.000122384184468893
"566","DBS10","CC>NN","CC>GG",7.9819438919029e-19
"567","DBS10","CC>NN","CC>GT",0.000257129597346735
"568","DBS10","CC>NN","CC>TA",0.034287213224677
"569","DBS10","CC>NN","CC>TG",8.86255257995815e-05
"570","DBS10","CC>NN","CC>TT",0.0187417631215038
"571","DBS10","CG>NN","CG>AT",0.000139268312588191
"572","DBS10","CG>NN","CG>GC",1.97397096105862e-05
"573","DBS10","CG>NN","CG>GT",3.21295624856394e-12
"574","DBS10","CG>NN","CG>TA",0.256537440486859
"575","DBS10","CG>NN","CG>TC",0.000455343020354556
"576","DBS10","CG>NN","CG>TT",0.00870452567658537
"577","DBS10","CT>NN","CT>AA",0.0105888587146347
"578","DBS10","CT>NN","CT>AC",0.0201383500483619
"579","DBS10","CT>NN","CT>AG",0.0619268529046596
"580","DBS10","CT>NN","CT>GA",4.13921121620738e-05
"581","DBS10","CT>NN","CT>GC",0.000186839184319136
"582","DBS10","CT>NN","CT>GG",8.01066174252363e-05
"583","DBS10","CT>NN","CT>TA",0.0012722001750059
"584","DBS10","CT>NN","CT>TC",0.00543063010918362
"585","DBS10","CT>NN","CT>TG",0.059860440603989
"586","DBS10","GC>NN","GC>AA",0.00044003508011681
"587","DBS10","GC>NN","GC>AG",0.00022780765955475
"588","DBS10","GC>NN","GC>AT",0.0051911503470608
"589","DBS10","GC>NN","GC>CA",1.33663120906117e-07
"590","DBS10","GC>NN","GC>CG",5.47394518411674e-06
"591","DBS10","GC>NN","GC>TA",0.00435273498768339
"592","DBS10","TA>NN","TA>AT",0.00678744393811559
"593","DBS10","TA>NN","TA>CG",0.00305358732892797
"594","DBS10","TA>NN","TA>CT",0.000255635869048731
"595","DBS10","TA>NN","TA>GC",0.00112501902342901
"596","DBS10","TA>NN","TA>GG",0.00557010393057707
"597","DBS10","TA>NN","TA>GT",0.0010362634659931
"598","DBS10","TC>NN","TC>AA",0.00156372276483806
"599","DBS10","TC>NN","TC>AG",7.05708306097347e-05
"600","DBS10","TC>NN","TC>AT",0.00106327029864092
"601","DBS10","TC>NN","TC>CA",0.0384158594093528
"602","DBS10","TC>NN","TC>CG",0.000178035457845066
"603","DBS10","TC>NN","TC>CT",0.0202424555354916
"604","DBS10","TC>NN","TC>GA",0.0598830050659899
"605","DBS10","TC>NN","TC>GG",2.72915621133219e-05
"606","DBS10","TC>NN","TC>GT",0.0452262142141102
"607","DBS10","TG>NN","TG>AA",7.317973227864e-05
"608","DBS10","TG>NN","TG>AC",4.09892471099001e-05
"609","DBS10","TG>NN","TG>AT",0.000180903898064827
"610","DBS10","TG>NN","TG>CA",0.0264679770233327
"611","DBS10","TG>NN","TG>CC",0.000117477199621709
"612","DBS10","TG>NN","TG>CT",0.00155370778312375
"613","DBS10","TG>NN","TG>GA",0.00186128754841044
"614","DBS10","TG>NN","TG>GC",8.69003002786069e-05
"615","DBS10","TG>NN","TG>GT",0.0107605247983225
"616","DBS10","TT>NN","TT>AA",0.0190968952008574
"617","DBS10","TT>NN","TT>AC",0.00101683001792878
"618","DBS10","TT>NN","TT>AG",0.0160450559161568
"619","DBS10","TT>NN","TT>CA",0.000717900063299389
"620","DBS10","TT>NN","TT>CC",0.00451198361278803
"621","DBS10","TT>NN","TT>CG",0.0178699194841431
"622","DBS10","TT>NN","TT>GA",0.00822476212778895
"623","DBS10","TT>NN","TT>GC",0.033357320442562
"624","DBS10","TT>NN","TT>GG",0.116638255548876
"625","DBS11","AC>NN","AC>CA",0.00384928972470107
"626","DBS11","AC>NN","AC>CG",0.000373108455117419
"627","DBS11","AC>NN","AC>CT",0.00297481028075366
"628","DBS11","AC>NN","AC>GA",0.00402714155371455
"629","DBS11","AC>NN","AC>GG",0.00183406961215541
"630","DBS11","AC>NN","AC>GT",0.0015498332893944
"631","DBS11","AC>NN","AC>TA",0.00328715913976789
"632","DBS11","AC>NN","AC>TG",0.000394339122780995
"633","DBS11","AC>NN","AC>TT",0.00560346207376273
"634","DBS11","AT>NN","AT>CA",0.00118592122518764
"635","DBS11","AT>NN","AT>CC",0.000159047047338869
"636","DBS11","AT>NN","AT>CG",0.000143622124993643
"637","DBS11","AT>NN","AT>GA",0.000963557901582675
"638","DBS11","AT>NN","AT>GC",0.000760869919610894
"639","DBS11","AT>NN","AT>TA",0.00592969302033205
"640","DBS11","CC>NN","CC>AA",0.0250764754490139
"641","DBS11","CC>NN","CC>AG",0.00564410107732639
"642","DBS11","CC>NN","CC>AT",0.0427797286254333
"643","DBS11","CC>NN","CC>GA",0.00325471732683963
"644","DBS11","CC>NN","CC>GG",0.000882126281942876
"645","DBS11","CC>NN","CC>GT",0.0218543155043999
"646","DBS11","CC>NN","CC>TA",0.0503941498130209
"647","DBS11","CC>NN","CC>TG",0.0122988636651911
"648","DBS11","CC>NN","CC>TT",0.265349623412411
"649","DBS11","CG>NN","CG>AT",0.000102464701765793
"650","DBS11","CG>NN","CG>GC",0.000123302391735776
"651","DBS11","CG>NN","CG>GT",0.000915882032001405
"652","DBS11","CG>NN","CG>TA",0.00152956936609738
"653","DBS11","CG>NN","CG>TC",0.00219355309211854
"654","DBS11","CG>NN","CG>TT",0.00161083094703783
"655","DBS11","CT>NN","CT>AA",0.0168709734495186
"656","DBS11","CT>NN","CT>AC",0.00671494345655273
"657","DBS11","CT>NN","CT>AG",0.00322598865856136
"658","DBS11","CT>NN","CT>GA",0.00228091112499472
"659","DBS11","CT>NN","CT>GC",0.00167154609628687
"660","DBS11","CT>NN","CT>GG",0.00283352591454728
"661","DBS11","CT>NN","CT>TA",0.033812902533764
"662","DBS11","CT>NN","CT>TC",0.00730150649009783
"663","DBS11","CT>NN","CT>TG",0.00491367831255452
"664","DBS11","GC>NN","GC>AA",0.0175894622455749
"665","DBS11","GC>NN","GC>AG",0.00474333820150536
"666","DBS11","GC>NN","GC>AT",0.00754568496304635
"667","DBS11","GC>NN","GC>CA",0.00907439368099449
"668","DBS11","GC>NN","GC>CG",0.000110811944873569
"669","DBS11","GC>NN","GC>TA",0.00174400738001878
"670","DBS11","TA>NN","TA>AT",0.00631342052160177
"671","DBS11","TA>NN","TA>CG",0.000422053563125266
"672","DBS11","TA>NN","TA>CT",0.00236072537904442
"673","DBS11","TA>NN","TA>GC",3.26274957465156e-05
"674","DBS11","TA>NN","TA>GG",0.000727283450326006
"675","DBS11","TA>NN","TA>GT",0.00427717839548675
"676","DBS11","TC>NN","TC>AA",0.0242847643834012
"677","DBS11","TC>NN","TC>AG",0.0625195219129417
"678","DBS11","TC>NN","TC>AT",0.144380003647173
"679","DBS11","TC>NN","TC>CA",0.0109328284033217
"680","DBS11","TC>NN","TC>CG",0.00411907125001732
"681","DBS11","TC>NN","TC>CT",0.0248528800033938
"682","DBS11","TC>NN","TC>GA",0.00572035840108635
"683","DBS11","TC>NN","TC>GG",0.00700897009982174
"684","DBS11","TC>NN","TC>GT",0.0242844940273628
"685","DBS11","TG>NN","TG>AA",0.0113109996778369
"686","DBS11","TG>NN","TG>AC",0.00198722467379032
"687","DBS11","TG>NN","TG>AT",0.011403071475854
"688","DBS11","TG>NN","TG>CA",0.0120672841665703
"689","DBS11","TG>NN","TG>CC",0.00271967551249964
"690","DBS11","TG>NN","TG>CT",0.0154283664512069
"691","DBS11","TG>NN","TG>GA",0.00232373999708375
"692","DBS11","TG>NN","TG>GC",0.00156880512134201
"693","DBS11","TG>NN","TG>GT",0.0111265943156427
"694","DBS11","TT>NN","TT>AA",0.00795201019711408
"695","DBS11","TT>NN","TT>AC",0.000722748167480234
"696","DBS11","TT>NN","TT>AG",0.00178602284143224
"697","DBS11","TT>NN","TT>CA",0.00315617420120182
"698","DBS11","TT>NN","TT>CC",0.00184996898650588
"699","DBS11","TT>NN","TT>CG",0.000484160308740347
"700","DBS11","TT>NN","TT>GA",0.0013862453450599
"701","DBS11","TT>NN","TT>GC",0.00184546047524961
"702","DBS11","TT>NN","TT>GG",0.001165964521118
"703","DBS12","AC>NN","AC>CA",0.00385216487378949
"704","DBS12","AC>NN","AC>CG",0.00192839835781106
"705","DBS12","AC>NN","AC>CT",0.00115400168617904
"706","DBS12","AC>NN","AC>GA",0.00826377973371426
"707","DBS12","AC>NN","AC>GG",0.00400011384477679
"708","DBS12","AC>NN","AC>GT",0.000491530652098259
"709","DBS12","AC>NN","AC>TA",0.00217457374718479
"710","DBS12","AC>NN","AC>TG",0.00196273811161068
"711","DBS12","AC>NN","AC>TT",0.000714161398071257
"712","DBS12","AT>NN","AT>CA",0.00053667195089703
"713","DBS12","AT>NN","AT>CC",0.00183146696070244
"714","DBS12","AT>NN","AT>CG",0.00089367757790261
"715","DBS12","AT>NN","AT>GA",0.00347213460528544
"716","DBS12","AT>NN","AT>GC",0.000919676704069655
"717","DBS12","AT>NN","AT>TA",0.000783356068794667
"718","DBS12","CC>NN","CC>AA",0.00368424705259225
"719","DBS12","CC>NN","CC>AG",0.0176808971139431
"720","DBS12","CC>NN","CC>AT",0.0016498513668493
"721","DBS12","CC>NN","CC>GA",0.0050511796365044
"722","DBS12","CC>NN","CC>GG",0.0191950821391812
"723","DBS12","CC>NN","CC>GT",0.00383162833145604
"724","DBS12","CC>NN","CC>TA",0.0041577733000234
"725","DBS12","CC>NN","CC>TG",0.0256800648464024
"726","DBS12","CC>NN","CC>TT",8.00099462970453e-06
"727","DBS12","CG>NN","CG>AT",0.0519571674171916
"728","DBS12","CG>NN","CG>GC",0.142828099190836
"729","DBS12","CG>NN","CG>GT",0.172054131258737
"730","DBS12","CG>NN","CG>TA",0.0639110805138364
"731","DBS12","CG>NN","CG>TC",0.176063352004635
"732","DBS12","CG>NN","CG>TT",0.128705291204431
"733","DBS12","CT>NN","CT>AA",3.77878172984871e-07
"734","DBS12","CT>NN","CT>AC",0.00242559350141401
"735","DBS12","CT>NN","CT>AG",0.00305976709000825
"736","DBS12","CT>NN","CT>GA",0.000326778438559432
"737","DBS12","CT>NN","CT>GC",0
"738","DBS12","CT>NN","CT>GG",0.00625968248371155
"739","DBS12","CT>NN","CT>TA",0.00489009875930838
"740","DBS12","CT>NN","CT>TC",0.00464883702714639
"741","DBS12","CT>NN","CT>TG",0.000745521269166738
"742","DBS12","GC>NN","GC>AA",0.0108050770552741
"743","DBS12","GC>NN","GC>AG",0.00871718750187769
"744","DBS12","GC>NN","GC>AT",0.000843453657234017
"745","DBS12","GC>NN","GC>CA",0.0058933366968841
"746","DBS12","GC>NN","GC>CG",0
"747","DBS12","GC>NN","GC>TA",0
"748","DBS12","TA>NN","TA>AT",0.00116062247656337
"749","DBS12","TA>NN","TA>CG",0
"750","DBS12","TA>NN","TA>CT",0.00179156494378144
"751","DBS12","TA>NN","TA>GC",0.000943590850375945
"752","DBS12","TA>NN","TA>GG",0.00078956402662482
"753","DBS12","TA>NN","TA>GT",0.00109177484761969
"754","DBS12","TC>NN","TC>AA",0.00494024271477015
"755","DBS12","TC>NN","TC>AG",0.00400472613271302
"756","DBS12","TC>NN","TC>AT",0.00418651976902802
"757","DBS12","TC>NN","TC>CA",0.0148408957418988
"758","DBS12","TC>NN","TC>CG",0.00428093453205678
"759","DBS12","TC>NN","TC>CT",0.00201786491117443
"760","DBS12","TC>NN","TC>GA",0.00974472480564547
"761","DBS12","TC>NN","TC>GG",0.00190473747567924
"762","DBS12","TC>NN","TC>GT",7.4415034286729e-10
"763","DBS12","TG>NN","TG>AA",2.76043332080734e-05
"764","DBS12","TG>NN","TG>AC",0.0012296843353951
"765","DBS12","TG>NN","TG>AT",0.00869557508691527
"766","DBS12","TG>NN","TG>CA",0.00418794373831489
"767","DBS12","TG>NN","TG>CC",0.00836243518154516
"768","DBS12","TG>NN","TG>CT",0.0052223476162009
"769","DBS12","TG>NN","TG>GA",0.00394204071185511
"770","DBS12","TG>NN","TG>GC",0.00203383900729636
"771","DBS12","TG>NN","TG>GT",0.00173403671856603
"772","DBS12","TT>NN","TT>AA",0.00132668456907628
"773","DBS12","TT>NN","TT>AC",0
"774","DBS12","TT>NN","TT>AG",0.00258780782406484
"775","DBS12","TT>NN","TT>CA",0.00393093612124236
"776","DBS12","TT>NN","TT>CC",0.0025057436518428
"777","DBS12","TT>NN","TT>CG",0.000770523586087095
"778","DBS12","TT>NN","TT>GA",0
"779","DBS12","TT>NN","TT>GC",0.0036930295434139
"780","DBS12","TT>NN","TT>GG",0
"781","DBS13","AC>NN","AC>CA",0.00577414704081787
"782","DBS13","AC>NN","AC>CG",0.000844948927877197
"783","DBS13","AC>NN","AC>CT",0.004991756642862
"784","DBS13","AC>NN","AC>GA",0.00412344544189703
"785","DBS13","AC>NN","AC>GG",0.000326260041802439
"786","DBS13","AC>NN","AC>GT",0.00266314555145353
"787","DBS13","AC>NN","AC>TA",0.00637347152496262
"788","DBS13","AC>NN","AC>TG",0.00199551966768377
"789","DBS13","AC>NN","AC>TT",0.00789081451169723
"790","DBS13","AT>NN","AT>CA",0.00153604946832378
"791","DBS13","AT>NN","AT>CC",0.00132501134084014
"792","DBS13","AT>NN","AT>CG",0.000172611410771797
"793","DBS13","AT>NN","AT>GA",0.00137121081417656
"794","DBS13","AT>NN","AT>GC",0.00101789758987156
"795","DBS13","AT>NN","AT>TA",0.00431991218974386
"796","DBS13","CC>NN","CC>AA",0.338414726056687
"797","DBS13","CC>NN","CC>AG",0.0523213606896257
"798","DBS13","CC>NN","CC>AT",0.0724948020897142
"799","DBS13","CC>NN","CC>GA",0.0184525872614534
"800","DBS13","CC>NN","CC>GG",0.00352323893866332
"801","DBS13","CC>NN","CC>GT",0.006079159340293
"802","DBS13","CC>NN","CC>TA",0.0220449436062925
"803","DBS13","CC>NN","CC>TG",0.00589864145994296
"804","DBS13","CC>NN","CC>TT",0.0189805655576306
"805","DBS13","CG>NN","CG>AT",0.00152773722596942
"806","DBS13","CG>NN","CG>GC",0.000153666973004967
"807","DBS13","CG>NN","CG>GT",0.000950066299662833
"808","DBS13","CG>NN","CG>TA",9.21173087708783e-05
"809","DBS13","CG>NN","CG>TC",0.00153146137483748
"810","DBS13","CG>NN","CG>TT",0.00484797301132674
"811","DBS13","CT>NN","CT>AA",0.0203814770997531
"812","DBS13","CT>NN","CT>AC",0.00887939303190106
"813","DBS13","CT>NN","CT>AG",0.0073222736172104
"814","DBS13","CT>NN","CT>GA",0.00291519690321636
"815","DBS13","CT>NN","CT>GC",0.0016343554145906
"816","DBS13","CT>NN","CT>GG",0.0018495462094321
"817","DBS13","CT>NN","CT>TA",0.00838502797193664
"818","DBS13","CT>NN","CT>TC",0.00487377869136535
"819","DBS13","CT>NN","CT>TG",0.00448752696913604
"820","DBS13","GC>NN","GC>AA",0.040809189982948
"821","DBS13","GC>NN","GC>AG",0.0130666959275447
"822","DBS13","GC>NN","GC>AT",0.0110206526811302
"823","DBS13","GC>NN","GC>CA",0.00583160800072794
"824","DBS13","GC>NN","GC>CG",0.000329804683799087
"825","DBS13","GC>NN","GC>TA",0.00294231513732178
"826","DBS13","TA>NN","TA>AT",0.00809479281520615
"827","DBS13","TA>NN","TA>CG",0.000170509717407349
"828","DBS13","TA>NN","TA>CT",0.00629055760777439
"829","DBS13","TA>NN","TA>GC",0.000183145016383617
"830","DBS13","TA>NN","TA>GG",0.00112532820889319
"831","DBS13","TA>NN","TA>GT",0.00356892914727353
"832","DBS13","TC>NN","TC>AA",0.0582110640790912
"833","DBS13","TC>NN","TC>AG",0.00488327366598727
"834","DBS13","TC>NN","TC>AT",0.019713565335268
"835","DBS13","TC>NN","TC>CA",0.0147958915002795
"836","DBS13","TC>NN","TC>CG",0.000891077648949207
"837","DBS13","TC>NN","TC>CT",0.00900569897253961
"838","DBS13","TC>NN","TC>GA",0.0100928613511419
"839","DBS13","TC>NN","TC>GG",0.00086122433635131
"840","DBS13","TC>NN","TC>GT",0.00321088210814038
"841","DBS13","TG>NN","TG>AA",0.00959296926320449
"842","DBS13","TG>NN","TG>AC",0.00249133517144863
"843","DBS13","TG>NN","TG>AT",0.0249590313910766
"844","DBS13","TG>NN","TG>CA",0.00747132848047892
"845","DBS13","TG>NN","TG>CC",0.00234370883788464
"846","DBS13","TG>NN","TG>CT",0.0328637426032708
"847","DBS13","TG>NN","TG>GA",0.00569046000024439
"848","DBS13","TG>NN","TG>GC",0.00238378795361134
"849","DBS13","TG>NN","TG>GT",0.0130095505130331
"850","DBS13","TT>NN","TT>AA",0.0145123146091267
"851","DBS13","TT>NN","TT>AC",0.00555400296555789
"852","DBS13","TT>NN","TT>AG",0.00249307722487584
"853","DBS13","TT>NN","TT>CA",0.0022974640998124
"854","DBS13","TT>NN","TT>CC",0.0012940975335503
"855","DBS13","TT>NN","TT>CG",0.00109403046523883
"856","DBS13","TT>NN","TT>GA",0.0017940458482063
"857","DBS13","TT>NN","TT>GC",0.00116495561641164
"858","DBS13","TT>NN","TT>GG",0.00112320423161064
"859","DBS14","AC>NN","AC>CA",0.014720085593388
"860","DBS14","AC>NN","AC>CG",0.000293033770846379
"861","DBS14","AC>NN","AC>CT",0.00762222902307441
"862","DBS14","AC>NN","AC>GA",0.00847883604542089
"863","DBS14","AC>NN","AC>GG",0.000918794382298755
"864","DBS14","AC>NN","AC>GT",0.0608873320671144
"865","DBS14","AC>NN","AC>TA",0.00203582241335558
"866","DBS14","AC>NN","AC>TG",7.03914753479025e-05
"867","DBS14","AC>NN","AC>TT",0.00401573395692637
"868","DBS14","AT>NN","AT>CA",0.00318861725028583
"869","DBS14","AT>NN","AT>CC",0.00471374172141936
"870","DBS14","AT>NN","AT>CG",0.000700708280799297
"871","DBS14","AT>NN","AT>GA",0.00192003199916237
"872","DBS14","AT>NN","AT>GC",0.00603600306828741
"873","DBS14","AT>NN","AT>TA",0.0112673364694368
"874","DBS14","CC>NN","CC>AA",0.00448233743922383
"875","DBS14","CC>NN","CC>AG",5.93270228364535e-31
"876","DBS14","CC>NN","CC>AT",0.0271191410668045
"877","DBS14","CC>NN","CC>GA",0.000194586148723596
"878","DBS14","CC>NN","CC>GG",1.41189534986604e-147
"879","DBS14","CC>NN","CC>GT",0.000772868939377742
"880","DBS14","CC>NN","CC>TA",0.0395210562749403
"881","DBS14","CC>NN","CC>TG",0.000232757886863619
"882","DBS14","CC>NN","CC>TT",0.0536398929030791
"883","DBS14","CG>NN","CG>AT",8.6815984371732e-69
"884","DBS14","CG>NN","CG>GC",0.00041141336857861
"885","DBS14","CG>NN","CG>GT",0.000337702402990444
"886","DBS14","CG>NN","CG>TA",0.229724836573727
"887","DBS14","CG>NN","CG>TC",0.000192855974234472
"888","DBS14","CG>NN","CG>TT",0.00398342469407829
"889","DBS14","CT>NN","CT>AA",0.00587277921366626
"890","DBS14","CT>NN","CT>AC",0.0209298373959522
"891","DBS14","CT>NN","CT>AG",0.0152500667195764
"892","DBS14","CT>NN","CT>GA",0.000248172704755068
"893","DBS14","CT>NN","CT>GC",0.0011075064582983
"894","DBS14","CT>NN","CT>GG",0.000230947933319232
"895","DBS14","CT>NN","CT>TA",0.00358169629377688
"896","DBS14","CT>NN","CT>TC",0.0321792333100959
"897","DBS14","CT>NN","CT>TG",0.0210122697518865
"898","DBS14","GC>NN","GC>AA",0.0252474282558257
"899","DBS14","GC>NN","GC>AG",0.00256642104923064
"900","DBS14","GC>NN","GC>AT",0.0784861963750652
"901","DBS14","GC>NN","GC>CA",0.000781189176376695
"902","DBS14","GC>NN","GC>CG",0.000274601926579414
"903","DBS14","GC>NN","GC>TA",0.00580357005064081
"904","DBS14","TA>NN","TA>AT",0.0218309372561291
"905","DBS14","TA>NN","TA>CG",0.00585619925602044
"906","DBS14","TA>NN","TA>CT",0.00114174702053529
"907","DBS14","TA>NN","TA>GC",3.0631182310542e-05
"908","DBS14","TA>NN","TA>GG",0.00174442469059023
"909","DBS14","TA>NN","TA>GT",0.0012798670108943
"910","DBS14","TC>NN","TC>AA",0.00135829756445976
"911","DBS14","TC>NN","TC>AG",0.000225160767180838
"912","DBS14","TC>NN","TC>AT",0.00278997453268126
"913","DBS14","TC>NN","TC>CA",0.0207830070634125
"914","DBS14","TC>NN","TC>CG",0.000339813500758155
"915","DBS14","TC>NN","TC>CT",0.0415635164377228
"916","DBS14","TC>NN","TC>GA",0.00858282955021164
"917","DBS14","TC>NN","TC>GG",0
"918","DBS14","TC>NN","TC>GT",0.014179288937639
"919","DBS14","TG>NN","TG>AA",0.000484263823740935
"920","DBS14","TG>NN","TG>AC",4.29468312393147e-05
"921","DBS14","TG>NN","TG>AT",0.00126599623857041
"922","DBS14","TG>NN","TG>CA",0.0380382574346327
"923","DBS14","TG>NN","TG>CC",0.000523814183335261
"924","DBS14","TG>NN","TG>CT",0.000497096628116654
"925","DBS14","TG>NN","TG>GA",0.00447592578736107
"926","DBS14","TG>NN","TG>GC",0.00109644210777221
"927","DBS14","TG>NN","TG>GT",0.0150159441808997
"928","DBS14","TT>NN","TT>AA",0.026977635401315
"929","DBS14","TT>NN","TT>AC",0.00238554656919427
"930","DBS14","TT>NN","TT>AG",0.00324132384300656
"931","DBS14","TT>NN","TT>CA",0.00167488454287066
"932","DBS14","TT>NN","TT>CC",0.0305842760926536
"933","DBS14","TT>NN","TT>CG",0.00648322611598723
"934","DBS14","TT>NN","TT>GA",0.00169470626563945
"935","DBS14","TT>NN","TT>GC",0.0170424225595541
"936","DBS14","TT>NN","TT>GG",0.0257161088187343
"937","DBS15","AC>NN","AC>CA",0.0135411533912846
"938","DBS15","AC>NN","AC>CG",0.00219990341481722
"939","DBS15","AC>NN","AC>CT",0.015735810731914
"940","DBS15","AC>NN","AC>GA",0.0149933224700815
"941","DBS15","AC>NN","AC>GG",0.0048464445571002
"942","DBS15","AC>NN","AC>GT",0.0116069726726931
"943","DBS15","AC>NN","AC>TA",0.0178426768750933
"944","DBS15","AC>NN","AC>TG",0.00678393298642048
"945","DBS15","AC>NN","AC>TT",0.0350124042857787
"946","DBS15","AT>NN","AT>CA",0.00490503157665498
"947","DBS15","AT>NN","AT>CC",0.0029406618088925
"948","DBS15","AT>NN","AT>CG",0.000761790528456173
"949","DBS15","AT>NN","AT>GA",0.00545600003111568
"950","DBS15","AT>NN","AT>GC",0.00073775014548023
"951","DBS15","AT>NN","AT>TA",0.0120675268319383
"952","DBS15","CC>NN","CC>AA",0.00247317073129693
"953","DBS15","CC>NN","CC>AG",0.00495472485848566
"954","DBS15","CC>NN","CC>AT",0.0287817615092916
"955","DBS15","CC>NN","CC>GA",0.00462543549375693
"956","DBS15","CC>NN","CC>GG",0.0021465633605814
"957","DBS15","CC>NN","CC>GT",0.0077840123962854
"958","DBS15","CC>NN","CC>TA",0.00819472681174155
"959","DBS15","CC>NN","CC>TG",0.00931262211338112
"960","DBS15","CC>NN","CC>TT",0.0135369129089618
"961","DBS15","CG>NN","CG>AT",0.0011888170169478
"962","DBS15","CG>NN","CG>GC",5.27369855589013e-05
"963","DBS15","CG>NN","CG>GT",0.00162989653668454
"964","DBS15","CG>NN","CG>TA",0.000649605493235916
"965","DBS15","CG>NN","CG>TC",0.000540917277941284
